name,address,cuisine,region
Café Gloucester 告羅士打餐廳,3338 Cambie St.,Chinese,South Cambie
The Best Neighbours Restaurant,3838 Oak St.,Greek,South Cambie
Corner 23,4008 Cambie St.,Chinese,South Cambie
City1Cafe,954 West King Edward Ave.,Malay,South Cambie
Subway,3890 Oak St,Sandwiches,South Cambie
Tokyo John Sushi,3349 Cambie St.,Sushi,South Cambie
Morrison / Shy Café,4500 Oak Street,Café,South Cambie
BC Women's Cafeteria,4500 Oak St,Cafeteria,South Cambie
Kim Express,952 W King Edward Ave,Vietnamese,South Cambie
Mandarin Hong Kong Cafe 文華餐廳,904 W King Edward Ave.,Cantonese,South Cambie
Trixi's Crepe & Coffeehaus,3306 Cambie St,Creperie,South Cambie
Wang's Beef Noodle House,3250 Cambie St,Chinese,South Cambie
Potluck Hawker Eatery,3424 Cambie Street,Malay,South Cambie
Thai Away Home,3315 Cambie St,Thai,South Cambie
Anna's Cake House (Cambie & 39th Ave),5510 Cambie St,Bakery,South Cambie
Soho Sushi,789 West 16th Ave,Sushi,South Cambie
Huang's Beef Noodle House,6940 Victoria Drive,Noodles,Victoria-Fraserview
Mogu: Japanese Street Eats,Howe Street,Food Truck,Victoria-Fraserview
Mui Garden Restaurant,5797 Victoria Dr.,Chinese,Victoria-Fraserview
Kokoro Ramen,,Japanese,Victoria-Fraserview
Tibisti Foods & Grill,6990 Victoria Dr.,Middle Eastern,Victoria-Fraserview
Neighbour's Restaurant & Pizza House,6493 Victoria Dr,Pizza,Victoria-Fraserview
Subway,7289 Knight Street,Sandwiches,Victoria-Fraserview
Thai Son Restaurant,6447 Victoria Dr.,Vietnamese,Victoria-Fraserview
Bubble Waffle Cafe,2639 East 49th Ave,Asian,Victoria-Fraserview
Wally's Burgers,2661 E 49th Ave,Burgers,Victoria-Fraserview
The Soup House,5763 Victoria Dr.,Chinese,Victoria-Fraserview
Yu Kee BBQ Kitchen,#110-111 2609 East 49th Avenue,Restaurant,Victoria-Fraserview
Nishiki Sushi,6501 Victoria Dr,Sushi,Victoria-Fraserview
Mt. Fuji Japanese Restaurant,106 - 2607 E 49th Ave,Japanese,Victoria-Fraserview
Kent's Kitchen,5659 Victoria Dr,Asian,Victoria-Fraserview
Church's Chicken,6471 Victoria Dr.,Fried Chicken,Victoria-Fraserview
Victoria Restaurant,1088 Melville St,Café,Victoria-Fraserview
Weirdo Cafe,6459 Victoria Dr.,Restaurant,Victoria-Fraserview
Subway,6402 Victoria Drive,Sandwiches,Victoria-Fraserview
Shima-Ya Japanese Restaurant,5589 Victoria Dr,Japanese,Victoria-Fraserview
Jun Yuan Restaurant,5728 Victoria Street,Hotpot,Victoria-Fraserview
Wing Wah Bakery,2607 E 49th Av,Bakery,Victoria-Fraserview
Columbus Restaurant,2639 East 49th Avenue,Italian,Victoria-Fraserview
Hometown Pizza,1408 57 Ave. E,Pizza,Victoria-Fraserview
Chicken World,1412 E 49th Ave,Fried Chicken,Victoria-Fraserview
Fraserview Clubhouse,,Café,Victoria-Fraserview
Flamingo Chinese Restaurant,,Chinese,Victoria-Fraserview
Pine House Bread & Cake House,5870 Victoria Dr.,Bakery,Victoria-Fraserview
Hei Lum Mun Seafood Restaurant 喜臨門海鮮酒家,5822 Victoria Dr,Asian,Victoria-Fraserview
Li Garden Seafood Restaurant,5822 Victoria Dr.,Dim Sum,Victoria-Fraserview
Fresh Slice Pizza,,Pizza,Victoria-Fraserview
Bon Bon Bakery,5807 Victoria Drive,Bakery,Victoria-Fraserview
Kim Phung,5764 Victoria Dr,Vietnamese,Victoria-Fraserview
Pho Thai Hoa,5763 Victoria Dr,Vietnamese,Victoria-Fraserview
Sushi Nara,5755 Victoria Dr.,Sushi,Victoria-Fraserview
Maxim's Bakery,,Bakery,Victoria-Fraserview
Mei Yee Bakery,5692 Victoria St,Bakery,Victoria-Fraserview
Happy Sushi,5632 Victoria Drive,Japanese,Victoria-Fraserview
Benss Cafe,5628 Victoria Drive,Chinese,Victoria-Fraserview
Sumi Korean Restaurant,5628 Victoria Drive,Korean,Victoria-Fraserview
Quiznos,1306 SE Marine Drive,Sandwiches,Victoria-Fraserview
